naics_code,description,icp_fit_score,reasoning
5511,Management of Companies and Enterprises,35,"Management of Companies and Enterprises (5511) represents corporate headquarters and holding companies that manage other entities - these are professional office environments that typically have sophisticated internal facilities management teams or national cleaning contracts already in place. This is a 'VP of Facilities' environment where centralized procurement and internal FM departments are the norm, making it difficult to penetrate and unlikely to outsource to regional operators like OpenWorks. The lack of any current OpenWorks presence despite 39,442 locations nationwide signals this is not a natural fit for the business model."
5611,Office Administrative Services,52,"Office Administrative Services represents professional office environments that typically serve other businesses (administrative support, document prep, telephone answering services). While OpenWorks has minimal presence ($5,822 from 1 building), these are small professional offices that may lack centralized procurement and are not multi-location operators. The industry doesn't align with OpenWorks' sweet spot of multi-location retail chains, education, or operational facilities - these are fragmented single-location professional service providers unlikely to have standardized facility needs or centralized decision-making."
5612,Facilities Support Services,45,"Despite strong revenue per building ($10K/month), this industry represents facilities management COMPETITORS, not customers. NAICS 5612 includes janitorial services, security services, and other facilities support providers - these are service companies that compete with or complement OpenWorks, not multi-location businesses that would outsource cleaning. The revenue likely comes from cleaning their own offices, not strategic accounts."
5613,Employment Services,35,"Employment services (staffing agencies, temp agencies, HR consultancies) are typically small professional office environments with minimal cleaning needs and low revenue density, as evidenced by OpenWorks' $1,628 annual revenue from 1 building ($136/month). These are single-location or small multi-location professional offices that likely handle cleaning internally or use local vendors, not the type of multi-location operational facilities where OpenWorks excels. The extremely low revenue per building despite presence confirms this is a difficult, low-value market segment."
5614,Business Support Services,78,"Strong proven success with $6,201/building revenue demonstrating effective service delivery in this sector. Business support services (call centers, collection agencies, telemarketing) operate multi-location facilities with standardized cleaning needs and consistently outsource as non-core. The industry's operational focus and OpenWorks' solid performance metrics indicate excellent strategic fit, though not quite top-tier like retail chains or education."
5615,Travel Arrangement and Reservation Services,45,"Travel agencies and reservation services are typically small, single-location offices with minimal facility footprints and low cleaning needs. The industry lacks multi-location operators with centralized procurement, and most businesses are small independent agencies or home-based operations. While some corporate travel management companies exist, the fragmented nature of this industry (78K+ locations suggests many small operators) and limited facility requirements make it a poor strategic fit for OpenWorks' multi-location model."
5616,Investigation and Security Services,45,"Investigation and security services firms typically operate small office environments with minimal cleaning needs, and many are single-location or small multi-location operators. The industry consists largely of professional services firms (private investigators, security consultants, guard services) that may handle cleaning internally or have minimal facility requirements. While some larger security companies operate multiple branch offices, the lack of OpenWorks presence suggests limited outsourcing appetite, and these are not the high-traffic, consumer-facing, or operational facilities where OpenWorks excels."
5617,Services to Buildings and Dwellings,15,"This NAICS code represents OpenWorks' direct COMPETITORS - janitorial services, landscaping, pest control, and other building service contractors. These are service providers like OpenWorks itself, not potential customers who would outsource cleaning. This is the supply side of the market, not the demand side, making it completely unsuitable as a target customer segment."
5619,Other Support Services,45,"NAICS 5619 is a catch-all category covering diverse support services (travel agencies, convention services, repossession, court reporting, etc.) with no clear facility profile or multi-location patterns. The heterogeneous nature makes it difficult to target systematically, and many subsectors are small professional offices or service businesses without significant cleaning needs. Without proven OpenWorks success and unclear outsourcing patterns across such varied operations, this represents a speculative opportunity requiring subsector analysis rather than a strategic priority."
5621,Waste Collection,78,"Waste Collection (5621) represents a strong operational fit with proven OpenWorks success generating $67K annually across 59 locations. These are blue-collar operational facilities (transfer stations, fleet maintenance yards, collection depots) where cleaning is clearly non-core and outsourced, aligning perfectly with OpenWorks' operational facility expertise. However, the relatively low revenue per building ($1,146/building annually, ~$95/month) suggests smaller facilities or limited scope work, preventing a higher score despite the proven track record and 27K+ nationwide locations offering significant scale potential."
5622,Waste Treatment and Disposal,72,"Waste treatment and disposal facilities (transfer stations, recycling centers, landfill operations) represent operational/industrial facilities that align well with OpenWorks' blue-collar operational cleaning strengths. These are utilitarian facilities requiring heavy-duty cleaning (fleet maintenance areas, equipment bays, administrative offices) where cleaning is clearly non-core, and operators often run multi-location networks. Similar to proven success in waste collection (5621), these facilities need consistent maintenance but lack the specialized hazardous material protocols that would disqualify them - score reflects strong operational fit but slightly lower than retail/education due to heavier industrial environment and need to verify multi-location concentration."
5629,Remediation and Other Waste Management Services,72,"Strong operational fit as waste management facilities (transfer stations, recycling centers, fleet maintenance) require heavy-duty cleaning and operate 24/7 with utilitarian needs - cleaning is clearly non-core. However, the extremely low revenue per building ($1,074 annually = $89/month) despite OpenWorks presence is a major red flag indicating difficult market conditions, pricing pressure, or limited scope opportunities. The large nationwide footprint (47,543 locations) and proven waste collection success (5621) suggest potential, but current performance prevents a higher score until revenue quality improves significantly."
6111,Elementary and Secondary Schools,95,"Elementary and Secondary Schools (K-12) represents an IDEAL target market for OpenWorks with exceptional proven performance ($910K revenue, $5,550/building - well above threshold). School districts are multi-location operators with centralized decision-making, always outsource cleaning as non-core, and require consistent facility maintenance across standardized buildings. The massive nationwide footprint (230,965 locations) combined with strong existing performance and the education sector's stability makes this a top-tier strategic priority."
6112,Junior Colleges,85,"Junior colleges are an excellent strategic fit as educational institutions that consistently outsource cleaning as a non-core function. Multi-campus community college systems offer centralized decision-making, standardized facility types, and high cleaning frequency needs across classrooms, labs, cafeterias, and student centers. As a TOP TIER education target with 7,299 locations nationwide and zero current OpenWorks presence, this represents a significant untapped opportunity in a stable, mission-critical sector that aligns perfectly with OpenWorks' multi-location operational model."
6113,"Colleges, Universities, and Professional Schools",85,"Colleges and universities are TOP TIER targets for OpenWorks - they represent multi-building campuses with centralized facilities management that consistently outsource cleaning as a non-core function. Educational institutions at all levels have standardized cleaning needs, high foot traffic requiring regular maintenance, and decision-making structures ideal for OpenWorks' multi-location model. The 25,206 locations nationwide represent a massive untapped opportunity in a stable, growing sector where cleaning is always outsourced and OpenWorks has proven success in adjacent education segments (K-12, junior colleges)."
6114,Business Schools and Computer and Management Training,80,"Business schools and computer training centers are an excellent fit for OpenWorks' multi-location education strategy. These facilities have standardized cleaning needs, centralized decision-making for chains/franchises, and always outsource cleaning as a non-core function. The industry is growing with the rise of tech training and professional development, and many operators run multiple locations across regions - ideal for OpenWorks' scalable service model."
6115,Technical and Trade Schools,85,"Technical and trade schools are an excellent strategic fit as part of the broader education sector, which consistently outsources cleaning as a non-core function. With 25,860 locations nationwide and proven OpenWorks success ($4,132/building revenue), this represents a strong growth opportunity in a stable, expanding industry driven by workforce development trends. Multi-location vocational training chains and regional technical college systems align perfectly with OpenWorks' centralized procurement model and standardized facility needs."
6116,Other Schools and Instruction,72,"Education sector with multi-location potential (tutoring centers, language schools, test prep, music/arts instruction) that typically outsource cleaning as non-core. However, current OpenWorks performance shows very low revenue per building ($1,553/building annually = ~$130/month), indicating these are likely small facilities with minimal cleaning needs. Score reflects strong education sector fundamentals and massive market size (160K+ locations), but tempered by low revenue density suggesting smaller operators rather than substantial multi-location chains."
6117,Educational Support Services,68,"Educational Support Services (tutoring centers, test prep, educational consultants) shows moderate fit with proven OpenWorks presence but concerning revenue quality at $2,741/building/year ($228/month) - well below the $3K/month threshold indicating a difficult market. While education sector generally outsources cleaning and multi-location tutoring chains exist (Sylvan, Kumon), the low revenue per building suggests small facilities with limited cleaning needs. Score reflects education sector strength but penalized for poor revenue density despite presence."
6211,Offices of Physicians,62,"Medical offices have high hygiene standards and multi-location practices often outsource cleaning, but the extremely low revenue per building ($1,274/building annually = $106/month) indicates this is a DIFFICULT market with small facilities, price sensitivity, or limited scope. While the 2.1M+ locations show massive market size and medical offices do outsource, the poor revenue quality despite OpenWorks presence suggests challenging economics - likely small practices with minimal square footage or highly competitive pricing. This is a volume play requiring many small accounts rather than strategic multi-location relationships."
6212,Offices of Dentists,45,"Despite OpenWorks presence in 33 dental offices, the extremely low revenue per building ($900/building annually, or $75/month) indicates this is a DIFFICULT market with minimal cleaning needs per location. Dental offices are typically small, single-practitioner facilities that don't fit OpenWorks' multi-location model - they lack centralized procurement and represent high customer acquisition costs for minimal revenue. While the industry is stable, the poor unit economics (very low revenue density despite proven presence) signal this is not a strategic growth opportunity."
6213,Offices of Other Health Practitioners,68,"OpenWorks has proven presence with $441K revenue across 291 locations, but the low revenue per building ($1,517/building annually = ~$126/month) indicates these are very small practices (solo practitioners, small clinics) rather than multi-location operations. While healthcare offices do outsource cleaning, the fragmented nature of this market (2.4M locations = mostly individual practices) and low revenue density suggests limited scalability. Better fit would be multi-location medical groups or outpatient centers (NAICS 6214) rather than individual practitioner offices."
6214,Outpatient Care Centers,82,"Outpatient Care Centers (medical clinics, surgery centers, dialysis facilities) are an excellent strategic fit with proven OpenWorks success generating $1.5M+ in revenue across 601 locations. These facilities have high hygiene standards, always outsource cleaning as non-core, and represent multi-location healthcare operators without the complexity of general hospitals. While revenue per building ($2,562/month) is moderate, the healthcare sector's stability, growth trajectory, and 66,122 nationwide locations provide substantial expansion opportunity in a proven vertical."
6215,Medical and Diagnostic Laboratories,68,"Medical and diagnostic laboratories are a moderate fit with proven OpenWorks presence, but the low revenue per building ($3,290/month) indicates challenging market dynamics despite the industry's high hygiene standards and multi-location potential. While labs require regular cleaning and often outsource as a non-core function, the modest revenue density suggests either smaller facility footprints, competitive pricing pressure, or operational complexity that limits growth potential. The industry is stable and growing, but OpenWorks should pursue selectively, focusing on larger multi-location lab chains rather than small independent facilities."
6216,Home Health Care Services,45,"Home health care services present significant challenges for OpenWorks' multi-location model. These are typically small, dispersed offices (often residential-based) serving individual patients in their homes rather than operating standardized facilities requiring commercial cleaning. The industry's fragmented nature, small office footprints, and focus on in-home patient care rather than facility operations makes it a poor fit for OpenWorks' commercial cleaning expertise and multi-location targeting strategy."
6219,Other Ambulatory Health Care Services,45,"Despite OpenWorks presence, the extremely low revenue per building ($1,883/year or ~$157/month) indicates this is a DIFFICULT market with minimal cleaning needs or pricing pressure. This NAICS includes diverse ambulatory services (blood banks, imaging centers, ambulances) that likely have specialized requirements, irregular schedules, or very small footprints. The poor revenue quality signals this is not a strategic target despite the large nationwide market."
6221,General Medical and Surgical Hospitals,55,"General hospitals present a challenging market despite OpenWorks presence. The low revenue per building ($2,526/month) indicates difficult market conditions - hospitals typically have internal facilities management teams, union considerations, and complex procurement processes that make them hard to penetrate profitably. While healthcare is generally attractive, large hospital systems are better suited for specialized healthcare cleaning providers rather than OpenWorks' multi-location commercial cleaning model."
6222,Psychiatric and Substance Abuse Hospitals,72,"Psychiatric and substance abuse hospitals represent a strong healthcare target with high outsourcing likelihood for non-clinical cleaning services. These facilities require consistent hygiene standards but are smaller/more specialized than general hospitals (avoiding internal FM team issues), and many operate as multi-location behavioral health systems with centralized procurement. The 51K+ locations suggest significant market opportunity, though score is capped at 72 due to healthcare complexity and need to verify these are truly hospital-scale facilities versus smaller residential treatment centers (which would score higher at 75-80)."
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,45,"Despite being in healthcare (typically a strong sector), the extremely low revenue per building ($635 total from 1 location) is a major red flag indicating this is a DIFFICULT market. Specialty hospitals likely have internal facilities teams, union staff, or complex procurement processes that make them hard to penetrate - similar challenges to general hospitals but without the scale. The minimal OpenWorks presence and poor revenue quality suggest this segment should be avoided despite the healthcare label."
6231,Nursing Care Facilities (Skilled Nursing Facilities),78,"Nursing care facilities are an excellent strategic fit for OpenWorks. These are multi-location operators (chains and regional providers) that always outsource cleaning as a non-core function, with high hygiene standards and consistent facility types. The industry is stable with aging demographics driving growth, facilities require frequent cleaning schedules, and operators focus on patient care rather than facilities management - making them ideal candidates for outsourced commercial cleaning services."
6232,Residential Intellectual and Developmental Disability Facilities,45,"Despite being in the healthcare/residential care sector which typically outsources cleaning, the extremely low revenue per building ($1,616/building annually, or ~$135/month) indicates this is a DIFFICULT market with challenging economics. Residential care facilities often have tight budgets, complex staffing requirements, and may prefer internal staff for continuity of care. The minimal OpenWorks presence (2 buildings, $3K revenue) suggests limited scalability and poor unit economics that don't justify strategic investment."
6233,Continuing Care Retirement Communities and Assisted Living Facilities,82,"Continuing care retirement communities and assisted living facilities are excellent targets for OpenWorks. These are multi-location operators (regional chains common) with high hygiene standards, consumer-facing environments requiring consistent presentation, and cleaning is always outsourced as non-core. The industry is growing due to aging demographics, facilities operate 24/7 requiring round-the-clock support, and decision-making is typically centralized at the corporate/regional level - ideal for OpenWorks' multi-location value proposition."
6239,Other Residential Care Facilities,78,"Strong strategic fit as residential care facilities (group homes, assisted living, halfway houses) consistently outsource cleaning as non-core, have high hygiene standards, and often operate as multi-location chains. OpenWorks demonstrates proven success with $5,564 revenue per building (above $5K threshold), indicating this is a viable market. The 17,178 nationwide locations represent significant expansion opportunity in a stable, essential services sector that aligns well with OpenWorks' healthcare/community services expertise."
6241,Individual and Family Services,68,"Individual and Family Services (social service facilities, counseling centers, community organizations) represents a moderate fit with proven OpenWorks presence generating $60K revenue across 21 locations. However, the revenue per building of $2,892/month is below the $3K threshold, indicating smaller facilities with limited cleaning needs - these are typically modest office environments rather than high-traffic operational facilities. While the industry is stable and serves communities (good outsourcing likelihood), the low revenue density and fragmented nature of the market (835K+ locations suggests many small independent operators) limits growth potential compared to multi-location retail chains or larger educational institutions."
6242,"Community Food and Housing, and Emergency Services",72,"Community food banks, homeless shelters, emergency services facilities, and transitional housing align well with OpenWorks' community-serving facility profile. These are multi-location non-profits and government agencies that outsource cleaning as non-core, similar to proven success in social services (6241) and daycare (6244). While budget constraints in non-profit sector may limit contract size, the 27,634 locations represent significant opportunity in a stable, mission-critical industry with standardized facility needs and centralized decision-making at organizational/municipal levels."
6243,Vocational Rehabilitation Services,72,"Vocational rehabilitation services align well with OpenWorks' community services success (similar to proven performance in social services 6241 and daycare 6244). These facilities serve vulnerable populations requiring clean, safe environments, typically operate as multi-location nonprofits or government-contracted organizations that outsource cleaning as non-core, and lack sophisticated internal facilities management. The 53,073 locations represent significant market opportunity in a stable, mission-driven sector where cleaning standards matter but technical requirements remain within standard commercial scope."
6244,Child Day Care Services,78,"Child day care services is a strong fit with proven OpenWorks success ($179K revenue, 74 locations). Multi-location daycare chains and preschools consistently outsource cleaning as non-core, have high hygiene standards, and centralized decision-making. However, revenue per building ($2,415/month) is below ideal threshold, suggesting smaller facilities or competitive pricing pressure, preventing a higher score despite the large nationwide market (150K+ locations) and community-serving nature that aligns well with OpenWorks' operational facility expertise."
7111,Performing Arts Companies,62,"Performing arts companies (theaters, dance companies, orchestras) have consumer-facing facilities requiring regular cleaning, but present mixed signals. While venues like theaters and performance spaces need consistent maintenance and often outsource cleaning as non-core, the industry is fragmented with many small operators, irregular schedules, and limited multi-location chains. The lack of OpenWorks presence suggests this hasn't been a natural target market, and many performing arts organizations operate on tight budgets with seasonal/event-driven operations rather than the consistent multi-location profile OpenWorks prefers."
7112,Spectator Sports,78,"Spectator Sports (stadiums, arenas, sports complexes) represents a strong target with multi-location operators, high foot traffic requiring frequent cleaning, and operational facilities that outsource non-core functions. While OpenWorks has minimal current presence ($3,712 from 1 building), this is a proven high-potential sector where major sports franchises, minor league teams, and entertainment venues operate standardized facilities with centralized procurement. The industry is stable with consistent event schedules, though revenue per building needs improvement from current levels to reach full potential."
7113,"Promoters of Performing Arts, Sports, and Similar Events",42,"Despite being in the entertainment/events sector, the extremely low revenue per building ($1,200/year or $100/month) indicates this is a DIFFICULT market with minimal cleaning needs or poor monetization. Promoters are typically small operations managing events at third-party venues (not owning facilities requiring regular cleaning), making them fundamentally misaligned with OpenWorks' multi-location facility maintenance model. The proven poor performance ($2,400 total revenue across 2 locations) signals this industry should be avoided despite the large location count."
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",35,"This industry consists primarily of small professional service offices (talent agencies, sports agents, entertainment managers) that typically operate single-location or small office suites with minimal facility footprints. These are professional office environments likely to have internal administrative staff handling basic cleaning or using local janitorial services, not multi-location operations requiring centralized facility management. The industry lacks the key ICP characteristics: not multi-location chains, not consumer-facing facilities requiring high presentation standards, and represents sophisticated professional services firms unlikely to outsource through a franchise model."
7115,"Independent Artists, Writers, and Performers",25,"Independent artists, writers, and performers typically operate from home studios, small individual workspaces, or shared creative spaces - not the multi-location commercial facilities OpenWorks targets. This is a highly fragmented industry of individual practitioners and small businesses without centralized procurement, standardized facilities, or the operational scale that makes OpenWorks' model effective. The 40,149 locations represent individual artists/performers, not multi-location chains with outsourced facility management needs."
7121,"Museums, Historical Sites, and Similar Institutions",82,"Museums and historical sites demonstrate strong OpenWorks success with $8,112 revenue per building, well above the $5K threshold indicating a quality market. These are community-serving, multi-location institutions (historical societies, museum networks) that consistently outsource cleaning as non-core, require presentation standards for public-facing spaces, and align with OpenWorks' education/community services sweet spot. The proven high revenue per building (+15 point boost) combined with strong outsourcing likelihood and stable industry fundamentals makes this an attractive target sector."
7131,Amusement Parks and Arcades,85,"Amusement Parks and Arcades is a HIGH-FIT target industry for OpenWorks. These are consumer-facing entertainment facilities with high foot traffic requiring consistent cleaning and maintenance - cleaning is clearly a non-core function that operators outsource. The industry includes theme parks, family entertainment centers, arcades, and similar venues that often operate as multi-location chains or regional operators, fitting OpenWorks' ideal customer profile perfectly. While OpenWorks has no current presence, this represents a strong untapped opportunity in a stable entertainment sector with standardized facility needs."
7132,Gambling Industries,82,"Gambling industries (casinos, card rooms, racetracks) are excellent multi-location targets with 24/7 operations requiring constant facility maintenance and high presentation standards for customer-facing areas. These are operational facilities where cleaning is non-core, always outsourced, and critical to customer experience - similar to OpenWorks' proven success in entertainment venues (7139) and spectator sports (7112). The industry is stable/growing with regional casino chains and tribal gaming operations that have centralized procurement, making this a strong strategic opportunity despite no current OpenWorks presence."
7139,Other Amusement and Recreation Industries,90,"NAICS 7139 is an EXCELLENT strategic fit with proven OpenWorks success ($288K revenue, $7,771/building - well above threshold). This industry includes bowling alleys, skating rinks, trampoline parks, and family entertainment centers that are consumer-facing facilities requiring consistent cleaning presentation, always outsource as non-core, and typically operate as multi-location chains with centralized decision-making. The strong revenue per building demonstrates these are ideal operational facilities where OpenWorks delivers value, and the massive nationwide market (289K locations) offers substantial growth potential in a stable recreation sector."
7211,Traveler Accommodation,45,"Hotels and lodging facilities typically have internal housekeeping departments as a core operational function, making outsourcing unlikely except for common areas in smaller properties. The industry requires 24/7 cleaning with specialized hospitality standards (guest rooms, linens, turndown service) that go beyond OpenWorks' standard commercial cleaning model. While multi-location hotel chains exist, they generally view housekeeping as integral to guest experience rather than a non-core function to outsource, and often have corporate facilities management teams for larger brands."
7212,RV (Recreational Vehicle) Parks and Recreational Camps,45,"RV parks and recreational camps present moderate challenges for OpenWorks' model. While many are multi-location chains (KOA, Jellystone, Thousand Trails), the facilities are typically seasonal, geographically dispersed, and have lower cleaning intensity than retail/education targets. The industry includes many mom-and-pop operators rather than centralized multi-location chains, and cleaning needs are often handled by on-site staff or minimal service levels. Without proven OpenWorks success and given the operational complexity of seasonal, remote facilities, this represents a speculative opportunity rather than a core target market."
7213,"Rooming and Boarding Houses, Dormitories, and Workers Camps",65,"Moderate fit as residential facilities with multi-location potential (student housing operators, workforce housing companies, senior living operators). These facilities outsource cleaning as non-core and have standardized needs, but the market is fragmented with many single-location operators. Best opportunities are multi-location student housing near universities (6113 adjacency) and corporate workforce housing operators, though procurement may be decentralized and the 6,108 total locations suggest limited scale compared to retail/education targets."
7223,Special Food Services,65,"Special Food Services (catering, mobile food services, food service contractors) represents a moderate opportunity with mixed characteristics. While food service operations require regular cleaning and many operators run multi-location businesses (corporate cafeterias, catering companies, stadium concessions), this industry often has thin margins, irregular facility usage patterns, and may handle cleaning internally as part of food safety protocols. The large location count (133K+) suggests fragmentation with many small operators, though institutional food service contractors (Aramark, Sodexo-style) could be strong targets if they outsource facility cleaning separate from food prep areas. Score reflects cautious optimism - worth exploring institutional/corporate segments but likely challenging in small catering operations."
7224,Drinking Places (Alcoholic Beverages),45,"Drinking places (bars, taverns, nightclubs) present significant challenges for OpenWorks' multi-location model. The industry is dominated by independent single-location operators rather than chains, making centralized procurement difficult. While cleaning needs are high (late-night operations, spills, sanitation), the fragmented ownership structure, thin margins, and lack of multi-location operators make this a poor strategic fit despite the large location count."
7225,Restaurants and Other Eating Places,78,"Strong proven success with $6,861/building revenue demonstrating restaurant chains outsource cleaning as non-core. Multi-location restaurant operators (franchises, regional chains) fit OpenWorks' centralized procurement model perfectly. Score capped at 78 due to single-location independents dominating the 1.4M total (poor multi-location fit), but franchise chains and regional operators represent excellent targets with high-frequency cleaning needs and consumer-facing presentation standards."
8111,Automotive Repair and Maintenance,35,"Despite 710,391 locations nationwide, this is a poor strategic fit. The $307 annual revenue from 1 building ($26/month) demonstrates this is an extremely difficult market - independent auto repair shops are typically small, single-location businesses that handle their own cleaning or use low-cost local services. This is NOT the multi-location automotive retail chains (dealerships, auto parts stores) that OpenWorks successfully serves - those are classified under NAICS 441x series and represent the actual target market in automotive."
8112,Electronic and Precision Equipment Repair and Maintenance,45,"Electronic repair shops are typically small, single-location operations (repair shops, service centers) rather than multi-location chains, making them poor fits for OpenWorks' centralized procurement model. The 86,440 locations suggest highly fragmented market of independent operators with minimal facility footprints and low cleaning spend per location. While these are operational facilities that would outsource cleaning, the lack of multi-location operators and small facility sizes make this a challenging market with limited revenue potential per customer."
8113,Commercial and Industrial Machinery and Equipment Repair and Maintenance,35,"Despite OpenWorks presence, this is a poor strategic fit. Revenue per building of $2,365/year ($197/month) is extremely low, indicating this is a DIFFICULT market - repair shops are small, blue-collar facilities with minimal cleaning needs and low willingness to pay. These are typically owner-operated businesses that handle their own basic cleaning rather than outsourcing, making this a challenging sector with poor revenue density despite the large location count."
8114,Personal and Household Goods Repair and Maintenance,35,"Personal and household goods repair shops (shoe repair, watch repair, appliance repair, etc.) are predominantly single-location, owner-operated small businesses with minimal facility footprints and very low cleaning needs. This industry lacks the multi-location operators with centralized procurement that OpenWorks targets, and cleaning requirements are minimal for small repair shops. The fragmented nature (200K+ locations suggests mostly mom-and-pop operations) and lack of standardized facilities make this a poor strategic fit despite the large location count."
8121,Personal Care Services,35,"Despite OpenWorks presence in 59 locations, the revenue per building of only $1,122/building ($93/month) is extremely low and indicates a very difficult market. Personal care services (salons, spas, barbershops) are typically single-location or small franchise operations with minimal square footage and owner-operators who often clean themselves or use part-time staff. This is a poor strategic fit - the low revenue density despite existing presence is a strong signal to avoid further investment in this sector."
8122,Death Care Services,72,"Death care services (funeral homes, cemeteries, crematories) represent a strong fit for OpenWorks with 85,065 locations nationwide. These are consumer-facing facilities requiring consistent presentation and cleanliness, with many operators running multiple locations (regional funeral home chains, cemetery operators). The industry is stable with predictable demand, facilities always outsource cleaning as non-core, and the sector lacks sophisticated internal FM teams - making it an attractive untapped opportunity similar to other consumer-serving retail environments."
8123,Drycleaning and Laundry Services,25,"Despite minimal OpenWorks presence, this industry is a poor strategic fit. Drycleaning/laundry facilities are typically single-location small businesses (mom-and-pop shops) rather than multi-location chains, and they have specialized cleaning needs for their own equipment/facilities that differ from standard commercial cleaning. The $750 annual revenue from 1 location ($62/month) confirms this is not a viable market - these are small retail storefronts that don't align with OpenWorks' multi-location B2B model."
8129,Other Personal Services,45,"This industry includes diverse personal services (pet care, photo finishing, dating services, parking lots, etc.) that are typically small, single-location operations rather than multi-location chains. While some segments like pet grooming chains or parking lot operators might outsource cleaning, the fragmented nature of this industry (255K+ locations suggests many small operators) and lack of standardized facilities makes it a poor strategic fit. The absence of OpenWorks presence despite the large location count signals low outsourcing likelihood and difficult market penetration."
8131,Religious Organizations,35,"Religious organizations show extremely poor revenue quality despite OpenWorks presence - at $1,657/building annually ($138/month), this is far below viable thresholds and indicates a fundamentally difficult market. Churches typically have volunteer cleaning, tight budgets, and decentralized decision-making (each congregation is independent), making them poor fits for commercial cleaning services. While the market is large, the combination of minimal revenue per location, non-commercial operating model, and lack of multi-location centralized buyers makes this a low-priority sector."
8132,Grantmaking and Giving Services,45,"Grantmaking and giving services (foundations, charitable trusts) typically operate from professional office environments with small administrative staffs and limited facility footprints. These organizations often have modest cleaning needs handled through local vendors or building management, lack multi-location operations, and don't fit OpenWorks' sweet spot of operational facilities or consumer-facing retail chains. While the industry is stable, it represents professional office space without the standardized multi-location characteristics or operational cleaning needs that drive OpenWorks' success."
8133,Social Advocacy Organizations,55,"Social advocacy organizations (nonprofits, advocacy groups, community organizations) typically operate smaller office environments with limited budgets and decentralized decision-making. While some larger national nonprofits may have multi-location operations, most are single-location or small regional operations without centralized procurement, and cleaning is often handled by small local vendors or volunteers. The sector lacks the multi-location retail/operational characteristics that drive OpenWorks' success, though larger national advocacy organizations with regional offices could be selective opportunities."
8134,Civic and Social Organizations,68,"Civic and social organizations (fraternal lodges, civic clubs, community centers, veterans organizations) represent a moderate-fit opportunity with strong multi-location potential through national organizations like Elks, Rotary, VFW, and community centers. These facilities consistently outsource cleaning as a non-core function and often have centralized or regional decision-making structures. However, the score is tempered by typically smaller facility footprints, potential budget constraints in nonprofit organizations, and the need to target larger multi-location operators rather than individual standalone clubs to achieve meaningful revenue density."
8139,"Business, Professional, Labor, Political, and Similar Organizations",45,"Despite OpenWorks presence, the extremely low revenue per building ($2,040/year or $170/month) indicates this is a DIFFICULT market with small facilities and limited cleaning needs. Professional membership organizations, trade associations, and labor unions typically have small office footprints with internal staff or minimal outsourcing budgets. The low revenue density despite proven presence signals poor strategic fit - these are not the multi-location operational facilities or retail chains where OpenWorks excels."
9211,"Executive, Legislative, and Other General Government Support",45,"Government facilities present significant challenges despite the large location count. The extremely low revenue per building ($413/building annually, ~$34/month) indicates this is a DIFFICULT market with likely small facilities, complex procurement processes, and low-margin contracts. Government entities typically have rigid bidding requirements, prevailing wage considerations, and bureaucratic decision-making that conflicts with OpenWorks' multi-location efficiency model - the poor revenue quality confirms this is not a strategic fit despite technical 'presence'."
9221,"Justice, Public Order, and Safety Activities",45,"Government facilities (police stations, courthouses, correctional facilities) present significant challenges: complex procurement processes with RFP requirements, union facilities staff, security clearances, and specialized cleaning protocols for detention areas. While multi-location (county/state systems), these are government entities with internal facilities departments and bureaucratic decision-making that doesn't align with OpenWorks' commercial B2B model. The lack of current OpenWorks presence despite 140K+ locations signals fundamental market barriers rather than opportunity."
9231,Administration of Human Resource Programs,45,"Government administrative offices managing human resource programs (unemployment, disability, workforce development). While these are multi-location facilities requiring cleaning services, government procurement involves complex RFP processes, prevailing wage requirements, and often favors large national contractors with government experience. OpenWorks' franchise model and mid-market focus is better suited to private sector multi-location operators with centralized decision-making rather than government agencies with bureaucratic procurement."
9241,Administration of Environmental Quality Programs,45,"Government environmental agencies (EPA offices, state DEQ, local environmental departments) present significant challenges: government procurement processes with formal bidding requirements, budget constraints, political/bureaucratic decision-making, and often union facilities staff or existing government service contracts. While these are multi-location facilities with standard cleaning needs, the public sector procurement complexity, lack of centralized decision-making across jurisdictions, and prevalence of internal facilities management make this a difficult market despite the large location count. Zero current OpenWorks presence confirms low outsourcing likelihood in this sector."
9251,NAICS 9251 Industry,0,"NAICS 9251 appears to be a government/public administration code (likely related to space research, national security, or administration of environmental programs). Government facilities typically have internal facilities management teams, complex procurement processes, security clearances, and specialized requirements that make them extremely difficult for commercial cleaning franchises to penetrate. This represents a poor strategic fit for OpenWorks' multi-location commercial cleaning model."
9261,Administration of Economic Programs,35,"Government economic program administration facilities face significant barriers: single-location presence with extremely low revenue per building ($1,205/year = $100/month) indicates minimal cleaning scope or difficult procurement. Government agencies typically have internal facilities management, complex procurement processes with formal bidding requirements, and union considerations that make outsourcing challenging. The minimal revenue despite presence signals this is a difficult market requiring specialized government contracting capabilities beyond OpenWorks' core multi-location commercial model."
9271,Space Research and Technology,45,"Space research facilities require specialized cleaning protocols for cleanrooms, laboratories, and secure areas that exceed standard commercial cleaning capabilities. The industry is dominated by government agencies (NASA) and defense contractors requiring security clearances, with only 388 total locations nationwide indicating extremely limited market opportunity. While facilities are operational 24/7, the technical requirements, security restrictions, and small addressable market make this a poor strategic fit for OpenWorks' core competencies in standard commercial cleaning."
